gene,n_finite_cells,n_nonzero_cells,mean_count_qc,variance_count,fano,zero_fraction_qc,max_count,target_cells_qc,eligible,dispersion_score,dispersion_stratum,gene_seed,status,n_available_cells,target_cells,n_successful_resamples,mean_count,zero_fraction,median_heldout_gain,median_aux_delta_BIC,point_null_threshold,point_detection_power,bootstrap_probability_K3,bootstrap_probability_K2,bootstrap_probability_ambiguous,stable_state_call,initial_state_call,final_analysis_role,stable_state_call_70_30_split_matched,bootstrap_probability_K3_70_30_split_matched,bootstrap_probability_K2_70_30_split_matched,point_detection_power_70_30_split_matched,median_heldout_gain_70_30
2200002D01Rik,378,201,4.174603174603175,42.31872008062484,10.13718389764017,0.4682539682539682,46.0,200,True,2.8785433788425285,higher_dispersion,252700788,ok,378,200,30,4.174603174603175,0.4682539682539682,0.0148925073401589,-2.703803917551909,0.0077637745532084,0.7,0.31,0.0003333333333333,0.6896666666666667,ambiguous,ambiguous,ambiguous,,,,,
2210016F16Rik,406,339,5.66256157635468,25.834411172316724,4.562318806420439,0.1650246305418719,32.0,200,True,1.88103970337702,middle,1230145888,ok,406,200,30,5.66256157635468,0.1650246305418719,0.017650212958356,-2.70512289206846,0.0077637745532084,0.7333333333333333,0.4566666666666666,0.0,0.5433333333333333,ambiguous,ambiguous,ambiguous,,,,,
2210016L21Rik,408,315,3.071078431372549,10.066026287966164,3.277684537502151,0.2279411764705882,18.0,200,True,1.6813530437624933,lower_dispersion,1744935075,ok,408,200,30,3.071078431372549,0.2279411764705882,2.777210259097274e-07,-9.4957868573087,0.0077637745532084,0.1333333333333333,0.0,0.793,0.2069999999999999,ambiguous,ambiguous,ambiguous,,,,,
2310022B05Rik,413,403,13.108958837772397,125.86464128886256,9.601421657240532,0.0242130750605326,96.0,200,True,2.385201185793055,higher_dispersion,224777211,ok,413,200,30,13.108958837772397,0.0242130750605326,-8.390766739303502e-05,-10.178935686069622,0.0077637745532084,0.0333333333333333,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
2410006H16Rik,413,387,6.837772397094431,34.52816162374171,5.049621370610951,0.0629539951573849,40.0,200,True,1.862949681871624,middle,1958483158,ok,413,200,30,6.837772397094431,0.0629539951573849,1.0553824374426312e-07,-10.150347630831844,0.0077637745532084,0.0666666666666666,0.0,0.9963333333333332,0.0036666666666667,K2,K2,stable_K2,,,,,
2410015M20Rik,413,400,11.046004842615012,70.97367047939542,6.42527968171642,0.0314769975786924,79.0,200,True,2.0363673491292857,middle,209378850,ok,413,200,30,11.046004842615012,0.0314769975786924,0.0005750806121252,-9.04566425086466,0.0077637745532084,0.3333333333333333,0.0,0.0993333333333333,0.9006666666666667,ambiguous,ambiguous,ambiguous,,,,,
2610001J05Rik,411,371,5.766423357664234,22.889480881595546,3.96944162123872,0.097323600973236,40.0,200,True,1.700631084918692,lower_dispersion,582724540,ok,411,200,30,5.766423357664234,0.097323600973236,0.012038855315453,-6.300667846420822,0.0077637745532084,0.6,0.048,0.0013333333333333,0.9506666666666668,ambiguous,ambiguous,ambiguous,,,,,
2610203C20Rik,383,255,2.172323759791123,9.145239247660014,4.209887778670415,0.3342036553524804,30.0,200,True,1.984761971283168,middle,876031746,ok,383,200,30,2.172323759791123,0.3342036553524804,2.11364705293704e-08,-10.1503476306724,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
4833439L19Rik,413,317,2.401937046004843,6.366291647368515,2.650482308833867,0.2324455205811138,17.0,200,True,1.5273048188524103,lower_dispersion,1949779536,ok,413,200,30,2.401937046004843,0.2324455205811138,-4.930005097492085e-08,-10.150347631065811,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
9030624J02Rik,405,328,3.195061728395061,11.040963267794544,3.455633789379282,0.1901234567901234,23.0,200,True,1.68429277232583,lower_dispersion,299839629,ok,405,200,30,3.195061728395061,0.1901234567901234,6.362934357184713e-09,-10.150347631017723,0.0077637745532084,0.0333333333333333,0.0,0.999,0.001,K2,K2,stable_K2,,,,,
9530068E07Rik,413,379,6.5423728813559325,30.083555628513977,4.5982636841511,0.0823244552058111,32.0,200,True,1.8047809484679007,lower_dispersion,993476641,ok,413,200,30,6.5423728813559325,0.0823244552058111,-3.877938265794968e-06,-9.31611429544887,0.0077637745532084,0.1333333333333333,0.0,0.784,0.2159999999999999,ambiguous,ambiguous,ambiguous,,,,,
AI413582,411,341,4.581508515815085,20.929487748710937,4.568252503834411,0.170316301703163,28.0,200,True,1.8873975728152328,middle,1846744392,ok,411,200,30,4.581508515815085,0.170316301703163,1.7024253828878952e-08,-9.676032095658002,0.0077637745532084,0.1,0.0,0.9416666666666668,0.0583333333333333,K2,K2,stable_K2,,,,,
AI462493,386,290,4.4689119170984455,25.6428159145212,5.738044604640685,0.2487046632124352,33.0,200,True,2.156474428038448,higher_dispersion,333193495,ok,386,200,30,4.4689119170984455,0.2487046632124352,0.0024403966228142,-9.09683783355149,0.0077637745532084,0.3333333333333333,0.0,0.2443333333333333,0.7556666666666667,ambiguous,ambiguous,ambiguous,,,,,
AW549877,413,327,3.169491525423729,10.155291993269586,3.204076083437997,0.2082324455205811,17.0,200,True,1.6442869962397415,lower_dispersion,1334486114,ok,413,200,30,3.169491525423729,0.2082324455205811,-1.559249103166849e-08,-9.794359878826072,0.0077637745532084,0.1333333333333333,0.0,0.759,0.241,ambiguous,ambiguous,ambiguous,,,,,
Aamp,409,373,11.640586797066014,101.22290038916556,8.695687094973474,0.0880195599022004,65.0,200,True,2.359700717150405,higher_dispersion,1503406398,ok,409,200,30,11.640586797066014,0.0880195599022004,0.0287403076637517,-3.914461382839932,0.0077637745532084,0.8,0.595,0.0,0.405,ambiguous,ambiguous,ambiguous,,,,,
Aars,402,347,7.296019900497512,50.05913838766368,6.861157051428844,0.1368159203980099,44.0,200,True,2.1987497235660767,higher_dispersion,794621152,ok,402,200,30,7.296019900497512,0.1368159203980099,0.0064109217839645,-8.628987128808376,0.0077637745532084,0.4666666666666667,0.0056666666666666,0.0066666666666666,0.9876666666666666,ambiguous,ambiguous,ambiguous,,,,,
